date,time,open,high,low,close,volume,amount
2021-01-13,1610467200000,1.0044912910861108,1.0076259720790677,0.9960197566366193,1.0008152030369815,685608.950025236,687428.0399572601
2021-01-14,1610553600000,0.9971206950512538,1.0013877662932686,0.9921226049878057,0.9963204124871671,646497.5930847012,644377.4389898451
2021-01-15,1610640000000,1.0024601991854447,1.0123987323164934,0.9991183547733608,1.007531088220427,588633.8300186223,591574.4349048899
2021-01-18,1610899200000,1.0101613481295972,1.0145285533480164,1.0077130145838629,1.0130102307883506,647077.5464092899,654574.4506256174
2021-01-19,1610985600000,1.0068318427208964,1.0085447609034117,0.9990353662466173,1.0008277811086692,989348.591848934,993137.6108738706
2021-01-20,1611072000000,0.9942172613276141,0.9962770223645893,0.9930735676769616,0.9931665617897869,716568.7207454335,712048.5418807025
2021-01-21,1611158400000,0.9949097656077263,1.0028013119814936,0.9917791684343192,0.9984755062113155,174303.63098969596,173727.14541972053
2021-01-22,1611244800000,0.9943563529867591,1.0045594781768914,0.9931514045607605,1.0041340673261996,549761.2834622171,549346.3292290989
2021-01-25,1611504000000,1.0058604794560155,1.010485821881701,1.0052915949551884,1.0060011679465506,201309.27494718716,202503.20476633203
2021-01-26,1611590400000,1.0110153413774994,1.0233523617029727,1.0107711225416742,1.020583345740823,757203.2977821564,769166.6128279465
2021-01-27,1611676800000,1.013598952263302,1.0173636621363205,1.012471751036643,1.0155356303126764,705594.09530109,715872.6900184263
2021-01-28,1611763200000,1.0136946796424913,1.0195649452755084,1.0109570485071433,1.0193350384128514,881978.6561254635,896544.4092967906
2021-01-29,1611849600000,1.0128534707825783,1.0136996259960258,1.0043649638350405,1.0067842886112128,189055.9596494475,190912.27737322653
2021-02-01,1612108800000,1.0055802757121706,1.0094979762039737,0.9965356726907451,0.9971621673656834,702532.8858223102,703496.2140471543
2021-02-02,1612195200000,0.9913915847765211,0.9935768464532951,0.9886204366113409,0.9913993967489941,622103.5724044219,616750.6764691465
2021-02-03,1612281600000,0.9910697845016683,0.9993478952796031,0.9885815003991868,0.9979625167468549,280381.4975112048,278843.9276111094
2021-02-04,1612368000000,0.998296203206726,1.003445367186179,0.9950499651257596,0.9993477852969941,278507.0035557501,278178.9207046642
2021-02-05,1612454400000,1.00875472467334,1.011422945804069,1.0031444712924151,1.0058848086093124,786527.8973300016,792285.0979953503
2021-02-08,1612713600000,1.0065435540725964,1.0098732895183824,1.0064961672461235,1.0073850091960077,868763.9375217153,874814.2542563417
2021-02-09,1612800000000,1.0072598969481943,1.0126901962849106,1.0028230067626687,1.0091987843024628,911121.9496461243,918619.8825209755
2021-02-10,1612886400000,1.0107460970418471,1.018480122003511,1.0083943477376676,1.0160307884781123,939074.7657006743,951647.5144485992
2021-02-11,1612972800000,1.0115194825597384,1.0145521299671612,1.0028902070338341,1.0052157459298219,419103.3145761745,422610.20944125665
2021-02-12,1613059200000,1.010639765888099,1.0209816127335996,1.007066452165305,1.01952389069253,649357.8759611059,659151.3799453146
2021-02-15,1613318400000,1.0270054411323095,1.0274965950934405,1.0143132337420124,1.0181358486604892,572653.9428955747,585579.1116891938
2021-02-16,1613404800000,1.0183340376160541,1.0267871719475508,1.0134740331410546,1.0244476925045576,442210.48666325095,451669.75151171675
2021-02-17,1613491200000,1.0309390566354155,1.0428482804618482,1.0285465983140396,1.0393405690193311,129633.73367393539,134189.03881135106
2021-02-18,1613577600000,1.0291834627897338,1.0325941013305462,1.0163196044877274,1.0195833907325158,969515.0463088255,993155.1454343054
2021-02-19,1613664000000,1.0256110797371634,1.0257963272288815,1.0184949889275867,1.019200870068877,952645.0862809306,973990.0281756265
2021-02-22,1613923200000,1.0280043823108542,1.0294770227258585,1.0175923109578995,1.0212608129546052,679540.5162826179,696279.3643953451
2021-02-23,1614009600000,1.01861124224411,1.0271142007450413,1.017884850028054,1.0253193269697367,933865.9444787371,954378.5757339258
2021-02-24,1614096000000,1.0276410256827158,1.0368471304366145,1.0240751515343252,1.0353446857658664,482556.11590382934,497753.1860408629
2021-02-25,1614182400000,1.0295248532227839,1.0322870058697737,1.027661871890415,1.028504614373865,655446.7111452188,674464.3229880845
